userID,bookID,prediction
u95048695,b80407575
u04004721,b31691190
u34744534,b32417233
u52241848,b18929421
u20114947,b58847148
u91966332,b63054043
u97496829,b79407777
u27678376,b44052794
u69777999,b17755340
u69980443,b56590143
u60688678,b90136106
u02430769,b50535401
u60582426,b88874537
u79437960,b11709451
u57773281,b83797075
u40391698,b88495722
u42508578,b08746938
u05500617,b02275255
u63170106,b27621286
u31183255,b74013993
u50828352,b84751960
u30869501,b46334875
u08033463,b51752826
u14296356,b80950478
u84135333,b15701122
u02252618,b89780411
u07285555,b96498012
u47474109,b35431615
u64650870,b50079803
u50537319,b71638979
u83710146,b67696941
u88985457,b64671508
u43156184,b97375311
u15769952,b15264361
u39598663,b29272204
u98206088,b23880729
u99075331,b99862175
u25229561,b36662051
u97049749,b69581551
u30472522,b09990540
u42870026,b88982593
u03547044,b37408559
u18690109,b25106607
u25811031,b77812312
u05249731,b33402220
u59362060,b33454247
u99856639,b33831234
u11823707,b87662323
u61188414,b12061542
u89716178,b97385869
u97776970,b22133932
u76163192,b63925189
u34341978,b74825939
u54289236,b00622137
u17984168,b72734024
u71498359,b44146138
u14570110,b58416096
u55152388,b34300470
u82370593,b69715619
u00793034,b45448237
u96913604,b58713277
u86887951,b86085310
u20555124,b81101435
u08327138,b69672969
u24596194,b37725182
u87020462,b87376509
u35917827,b51621222
u35445025,b21490203
u69678016,b95880989
u56405570,b49695798
u34043360,b24970833
u07996167,b25639300
u63497652,b06608809
u71047657,b86170946
u79650739,b52470635
u85120041,b69041008
u34852427,b23844414
u38462616,b11312993
u99182496,b62445625
u98988935,b97546708
u89422835,b13405391
u41911381,b97375311
u84129146,b06571472
u13665263,b47367938
u08203626,b75299058
u95445056,b63186860
u48796527,b92933848
u79333896,b25890735
u69609547,b18964812
u11967787,b62633636
u58942345,b78644500
u20967263,b28419584
u72571533,b77063954
u30336650,b13526910
u39532892,b43975237
u74101153,b26963870
u95712036,b29500108
u40758862,b26364720
u81179173,b29106609
u18338316,b71653060
u02307957,b34254484
u70567854,b96818547
u30470882,b07031913
u77457723,b26173655
u02967812,b11764474
u15867749,b24970833
u82931925,b34602192
u13512001,b87901324
u02777331,b73337480
u78433313,b74323020
u84615298,b10585734
u72109024,b80487985
u79830216,b97326979
u95747673,b78023652
u56597051,b52114410
u03069978,b74300674
u36216223,b31864509
u60102205,b13856177
u87023663,b11225717
u13704130,b95157423
u31756271,b28525537
u59112887,b51862341
u78635081,b57021894
u69665332,b02558366
u03626901,b85249932
u82594576,b21032992
u43413705,b05288241
u38797678,b23573445
u84709062,b70903362
u28540217,b81692195
u65697874,b69930316
u75142752,b18042588
u58417436,b05209726
u21786932,b64605172
u51994122,b86876173
u69451904,b79579987
u30034175,b16816170
u17438560,b29970241
u95198332,b23521616
u98913391,b49058521
u16732033,b80719906
u79108449,b22492670
u12843975,b59033466
u77301461,b24044994
u89246712,b57810416
u42958957,b70658479
u52726961,b69034204
u37977839,b11464868
u65311162,b45210015
u54140060,b54625646
u34242568,b18281034
u82858518,b05025304
u03321068,b90781751
u01139498,b95941318
u68651449,b08625173
u00443865,b85057528
u95068917,b46543712
u30636556,b03924439
u04892796,b62780908
u18319879,b33367702
u52179076,b64564903
u01065175,b51609753
u56162759,b49841552
u78111039,b14854932
u20639629,b70036123
u91971513,b97539358
u80286924,b72496357
u70482549,b70827503
u42825719,b58549702
u77046233,b72987089
u67295539,b94866564
u55199146,b05288241
u08609351,b02179808
u34017100,b07582514
u74929396,b41457813
u26499211,b30815751
u96964725,b76351007
u77553137,b50075266
u15674723,b06348481
u62772324,b43169036
u29044114,b80380188
u61335299,b41039130
u72252446,b69771332
u17743068,b27263811
u57456075,b81617146
u38097777,b37114775
u37069281,b63966948
u33121260,b74372038
u93746853,b71949336
u14197662,b24703688
u29576123,b07989028
u33352326,b47919534
u60563725,b05288241
u60037967,b25901205
u62469131,b92243035
u26204009,b11934203
u62585130,b68534481
u20399187,b14148628
u86677655,b88280673
u30265349,b14456610
u92278754,b24203334
u03976515,b03219386
u84880683,b20022732
u82835044,b81075262
u68611638,b24561766
u61041583,b05878569
u33351279,b80407575
u39459342,b13034223
u95944768,b28404351
u78393713,b32542908
u65495436,b74148821
u37621514,b31995853
u62399464,b89780411
u17038467,b25416849
u22800744,b23965956
u45092395,b27621286
u99258335,b04623568
u29454387,b94930284
u87638961,b80129739
u42475538,b26416684
u54333324,b48870940
u75233258,b44553593
u93746853,b20605983
u12588204,b84076842
u39452263,b85566336
u05437767,b42267693
u77402009,b58182226
u51527693,b41812012
u51039325,b21818028
u85382321,b25959123
u83779635,b09392851
u71291696,b30059072
u72720393,b48034911
u84277628,b31893168
u53583284,b29773216
u51121873,b32872107
u05381932,b84234356
u95217319,b11169170
u20910014,b06682421
u39347566,b66527182
u17549632,b94325914
u62625825,b39335968
u51784866,b95640491
u57991147,b99194917
u45028425,b80224125
u85157559,b82340764
u79070216,b76966761
u60818436,b39549715
u06584842,b24800702
u11753599,b09160765
u02106603,b68476558
u66960635,b34067919
u14092188,b16063621
u81937617,b41693230
u24893248,b20003872
u03389557,b38073902
u93044926,b64734697
u72639567,b97250533
u13174563,b69580917
u59623436,b02502033
u05610870,b62639133
u49715931,b59958998
u70403511,b82139683
u26204009,b99536370
u03058878,b44642550
u26611324,b90250139
u53261992,b44553593
u96623815,b11225717
u79434305,b23712289
u27795727,b77338385
u46833941,b36675415
u81602797,b34176018
u00087144,b20022732
u06656424,b61112742
u06587067,b95144401
u41632848,b07339336
u84363479,b88954782
u10204084,b96010360
u28857906,b92750300
u58229265,b23399053
u80683837,b11280526
u03320551,b18281034
u59950940,b04851521
u39275164,b29970241
u39069687,b00769915
u73534048,b20114362
u66065269,b37524824
u01318712,b52695543
u27461580,b50378244
u61667219,b41910440
u51875268,b29119760
u69554322,b75473063
u05839988,b27988124
u00982356,b10877112
u39520017,b05184403
u83230935,b24279722
u83655564,b45313266
u98391965,b25350833
u92984857,b46783231
u94204936,b55341336
u95271006,b39622751
u59196508,b06153075
u95944768,b61247964
u61215012,b20059257
u90615705,b89920521
u81088924,b99987565
u60688678,b40001754
u11343353,b71435871
u67387350,b80742104
u32170459,b36704290
u31599331,b68476558
u08208866,b92282264
u75046544,b20590836
u52329761,b76206881
u15178257,b06949522
u46800510,b78510086
u08700294,b99741926
u46206278,b40168238
u60381588,b49634533
u19579798,b41508682
u73862882,b99737669
u61848276,b33243827
u50028317,b20500520
u96623815,b59361207
u98061296,b20888101
u66511409,b08888303
u53077780,b49466012
u43654944,b78387229
u20620192,b46783231
u01337211,b41974271
u76469847,b80742104
u51256336,b33229445
u49848887,b45146512
u82484543,b59033466
u24549691,b64144269
u45082924,b68426959
u54344915,b97033148
u67834721,b48729675
u88713306,b41402359
u74501242,b06496173
u80363910,b23712289
u42386980,b69368881
u24052952,b76807968
u39716132,b04851521
u97589284,b40866233
u84914631,b30397578
u28571031,b88132311
u81310378,b28478252
u29728716,b45881194
u70077318,b24600769
u87906820,b51476703
u28211171,b60397593
u67849254,b33248656
u35595292,b03574660
u64628343,b08966177
u73314182,b32182882
u46250554,b89828013
u83310353,b69580917
u45137158,b31893168
u06507630,b02179808
u42249307,b43790224
u00722352,b66608448
u95812630,b97945541
u16754969,b37524824
u46530351,b62288804
u92157644,b32658816
u58614394,b72186649
u00982356,b67653683
u14216494,b21454436
u86416336,b18838880
u46315900,b44666390
u90584924,b59263316
u36404811,b77154361
u42259651,b15682689
u49261059,b23941680
u98975515,b93584959
u31756271,b45271117
u68759535,b52355478
u35017944,b75736016
u68690824,b04940463
u84224515,b70322971
u82811368,b17512492
u33842232,b79953312
u43128856,b63496238
u81310378,b06686363
u98017217,b35509876
u64640345,b51221475
u06263169,b31893168
u77046302,b45195288
u45550784,b48472767
u85377652,b07152228
u78504726,b29790522
u19445416,b51579390
u74381065,b86053021
u33927024,b14854557
u16504944,b98177349
u21877144,b86393932
u75662870,b06077214
u11445072,b94988016
u91079910,b80407575
u36816693,b59440732
u20710880,b68051855
u61545895,b34561821
u58715931,b28980175
u38110917,b91599430
u89271948,b76116518
u25717422,b37486794
u57219171,b73923969
u82558439,b26455589
u08259399,b93375118
u22137811,b36451482
u97864900,b48872372
u63506725,b12662265
u05500617,b35370870
u96345664,b92008484
u95532237,b28404351
u22684355,b51402474
u54182571,b30354244
u74584943,b50435056
u38076794,b35593837
u00036503,b78431384
u06740387,b67386589
u53607592,b13686869
u00944305,b12335455
u26973361,b90772029
u49319783,b06077214
u29649485,b17211298
u93554332,b08174616
u47317300,b15269158
u78480593,b59260724
u73532720,b71840549
u92188405,b66458332
u31332780,b26377667
u32006329,b87614146
u32672269,b11225717
u43567308,b33006947
u57104083,b65792220
u24280763,b34939711
u85544209,b16226011
u78977734,b83499945
u82661983,b54950309
u60165399,b93807784
u24763622,b70886093
u09218298,b93175831
u47099737,b28525537
u33472312,b87530955
u50486477,b48781853
u53137053,b21928996
u02819486,b01984238
u76677531,b58853651
u48393868,b38949777
u58715931,b69919248
u29840002,b55451749
u19231580,b29970241
u23179045,b54625646
u67383792,b42934358
u61862250,b41506411
u71471970,b07148163
u51020191,b58037959
u29924488,b01234509
u62681926,b44553593
u23888747,b60886127
u02903038,b28755023
u45579823,b34840706
u49723044,b54010372
u13617839,b36059901
u12167939,b66635180
u89340924,b54625646
u32704648,b98113891
u64755732,b40915792
u68870467,b80206961
u71934639,b02415914
u61978213,b34750247
u74196511,b94914324
u78877040,b81708418
u04234565,b65108775
u87583897,b53670616
u40753658,b67653683
u82658731,b18486386
u48823422,b23494520
u09846432,b55585419
u85048522,b42784593
u74615505,b42946226
u11469328,b58955642
u13828071,b45430412
u45732277,b24279722
u20978205,b80487985
u84126808,b09625409
u98718468,b78431384
u51863294,b16585984
u92605119,b11010472
u54319897,b92720634
u25090779,b70228432
u94542247,b25693045
u78648953,b48963706
u39649624,b87855346
u41827327,b17593036
u40592648,b33861007
u21517246,b11195772
u67833789,b41812012
u12094438,b10094139
u83823213,b16029809
u03163784,b29789801
u55110558,b66871833
u50671174,b17972908
u52179076,b94868925
u43583819,b40244517
u09771954,b96334219
u60214197,b28404351
u44971623,b65810498
u28888396,b64902671
u57638160,b53393493
u70998774,b67707858
u43877046,b31995853
u95891650,b91160106
u93141962,b77062023
u57645348,b78510086
u23485421,b32576028
u49344078,b15978275
u40215187,b06460625
u91214051,b11312993
u08778431,b51898097
u57779240,b32182882
u25790031,b69068154
u74242728,b32658816
u37181857,b80053023
u84312766,b19588028
u07252527,b88555733
u91287431,b57112175
u63943075,b46489774
u78895750,b87997877
u08576782,b75741432
u93067749,b19575235
u95557022,b21878310
u85753471,b25982961
u84411953,b62877582
u77779089,b41461222
u08766756,b95210332
u31467061,b92282264
u28964828,b75085768
u90003255,b16767703
u41051577,b44128899
u68730123,b33968198
u54785361,b85087290
u41908516,b27154656
u02124579,b54664414
u39215506,b45571641
u54976205,b55962427
u24766380,b94930773
u72028355,b25639300
u11931165,b72586160
u30265349,b77335595
u69047007,b62372998
u49015273,b03301845
u08550187,b23722176
u41610927,b02444608
u78079347,b14459619
u92346128,b04851521
u72995853,b21268563
u15756900,b53383978
u13602699,b43755003
u82296424,b45280501
u35916580,b11479722
u86197572,b53960255
u94985210,b36662051
u76346548,b03574660
u24514725,b41385722
u64018892,b97696520
u89273251,b56712259
u93889421,b89740973
u17083821,b53416938
u15189092,b48931817
u01953250,b58713277
u22962841,b86686582
u35420224,b70658762
u66410969,b41812012
u33111070,b37867721
u36923155,b64472048
u90841264,b32069076
u28987679,b28525537
u12610802,b72983094
u46026804,b45204370
u41342002,b08360828
u83702794,b18396270
u04665423,b66477992
u29360552,b51752826
u43583819,b64178140
u24514190,b50753672
u29521751,b44826207
u29649485,b18792875
u84169577,b95483876
u84791507,b73549756
u95445056,b53195491
u41698235,b25764166
u21371477,b01107891
u07528078,b46125051
u41911381,b43329608
u34445616,b23573445
u64579528,b35593837
u05501134,b33877827
u47877465,b62725033
u60997154,b70730831
u24848288,b24703688
u38956193,b36829534
u13337943,b26645495
u80025188,b45226921
u00528183,b54643661
u98025174,b42703909
u30065164,b10750473
u93721300,b31437824
u31991224,b10877112
u58192625,b44455793
u37311924,b47695924
u05977739,b33627586
u53404428,b08838697
u84393364,b19216796
u85284990,b96778651
u71807445,b17885469
u78320077,b54759116
u15625856,b40832930
u64576578,b84153349
u13678818,b47091059
u16471833,b29575923
u05263336,b40572941
u88641541,b66477992
u68147798,b60600333
u82220472,b07605592
u95716467,b96033364
u08440168,b03915428
u29595834,b91127010
u84169577,b89430362
u75022117,b93734189
u66591428,b47202435
u01948455,b79146811
u72731880,b28484721
u12518124,b26624392
u74878509,b21072662
u33928864,b52527840
u34286273,b81558433
u82418430,b40672799
u22001415,b70025998
u09325342,b64785607
u17053409,b31231590
u41540028,b57810416
u35072178,b00399615
u95612851,b88031571
u60573066,b29789801
u77448169,b03599620
u34307459,b98483501
u78626381,b88586796
u64791477,b94031267
u32164141,b23865940
u31903529,b16142257
u57980261,b47695924
u57539888,b24970833
u09637599,b34137969
u40098944,b40572941
u38528903,b68516137
u85097782,b27682980
u74138267,b04851521
u48011426,b49810307
u10518506,b24622010
u69391846,b02558366
u84398835,b30918105
u95513686,b49695798
u12211435,b36137899
u59432345,b44502943
u53339943,b79837481
u47321925,b69655340
u74244537,b96352999
u25560582,b27696294
u68899609,b66940954
u54140060,b35999028
u13812019,b40349109
u92226824,b22106700
u14013529,b46196091
u83034041,b83901464
u10951897,b26793811
u88780751,b08212082
u78916623,b08992773
u52329761,b57810416
u94819742,b87224232
u10361202,b22675743
u29664763,b46409531
u54662416,b41536700
u22229774,b79864611
u86147970,b10669969
u06144556,b92044723
u10693573,b05856210
u98962581,b25003154
u42757433,b04693011
u06854417,b59662008
u70564704,b94057368
u29516052,b79150845
u29231637,b45781742
u40233902,b03341787
u52357439,b83059868
u00443865,b05025304
u32375107,b45058967
u72279250,b84966764
u72571533,b70126202
u97451202,b70322971
u94985210,b06889171
u51898604,b31224967
u04593996,b41910440
u29590457,b72483529
u11760869,b38600800
u70189591,b91970179
u57847544,b96128889
u33490985,b17703309
u55678551,b55940643
u48530506,b81708418
u50699608,b05011108
u39977702,b41077741
u99152473,b96804158
u90739415,b38723662
u93811874,b37226258
u04497477,b68572843
u55267381,b10912374
u62981846,b67964049
u39587068,b06573567
u06994104,b93861326
u43866736,b69404661
u27128389,b72274859
u78159471,b16585984
u79218821,b75073740
u14504536,b77335595
u65770167,b88205855
u64931094,b69581551
u17110248,b24279722
u41022482,b45635367
u47099737,b05200459
u29576123,b33968198
u27014034,b35644378
u91060134,b26133604
u66662326,b04575237
u28907767,b48342589
u96103036,b20992264
u31794385,b35595386
u02913329,b35911729
u37087086,b96976851
u60569167,b41077741
u48626785,b85402852
u50346285,b72496357
u21427835,b24275840
u57010625,b96109530
u94349952,b20992264
u50828957,b04031641
u82285191,b46695916
u84577348,b21964631
u81794980,b07945504
u14573285,b90805039
u86887951,b67503047
u63058317,b99813835
u83611208,b45543948
u90518500,b27682980
u68015534,b86047619
u09847204,b43077175
u95398994,b82271330
u91477058,b52784796
u71291696,b30013541
u02300437,b97973291
u09485850,b49621758
u17328601,b87810678
u31794867,b91970179
u54960963,b54803220
u77293322,b56872966
u41342002,b21955595
u33648835,b84584185
u10452127,b42574427
u05650305,b32648104
u56090265,b12957160
u53253862,b00285044
u88985457,b61837143
u57144137,b91039758
u16061633,b76504829
u09788598,b09881661
u20477669,b00149371
u26176384,b32494878
u10894118,b68538643
u49705888,b66358248
u11634070,b25189431
u48655772,b13603836
u23094061,b02522333
u78934075,b03963892
u10693573,b98883392
u17892301,b42466422
u73578672,b84922214
u69255973,b66878841
u72222058,b64734697
u66108929,b24970833
u10832213,b29527302
u39961243,b00627154
u25400362,b97696520
u82931925,b82454363
u24882937,b28941374
u88985457,b20526520
u90889136,b15974203
u91629820,b43709953
u17951316,b71840549
u46828765,b17526792
u77144879,b57513073
u56054264,b17025078
u82580270,b12882704
u47733870,b46400003
u81948105,b81311662
u74927740,b29609677
u29956585,b69830426
u27223813,b94405660
u12557778,b29531436
u25116943,b24970833
u49373676,b63573768
u52762891,b85605819
u14714985,b91067963
u52069920,b97902613
u39314710,b33006947
u54378897,b58393048
u19779775,b38949777
u41840805,b96394971
u89762886,b40643550
u49284844,b25764166
u04761149,b97546708
u23399128,b29636789
u50589359,b03524407
u80993403,b29662042
u07244206,b05288241
u15225751,b17387967
u15639399,b04640860
u62916427,b84157934
u60573066,b26793811
u03098715,b20233121
u51749086,b47790806
u02938291,b49396576
u84587102,b17858813
u99121811,b79227379
u49344078,b83177085
u54096134,b07535960
u91421429,b65950735
u83298581,b09881661
u60155565,b12882704
u76619288,b24296511
u13296093,b15308974
u98546533,b61274071
u38460281,b41191185
u97068952,b36376759
u33284834,b43244973
u80086431,b21592741
u70425929,b12323211
u18969113,b55267867
u83471553,b62806487
u65669689,b28575376
u62230167,b73549756
u08663521,b14918899
u65697874,b02496364
u49344539,b28158874
u29856025,b11876850
u84091260,b61198472
u33486844,b92164390
u12118153,b35786131
u07557596,b15671593
u63493026,b10084799
u20360578,b76730564
u77286427,b52324949
u94644462,b24370957
u99076896,b90005096
u88039411,b90724019
u49863514,b49018348
u48734187,b43790224
u95131116,b24501263
u24153604,b36199738
u12366024,b07787238
u01989895,b98815591
u74830315,b89923376
u98918412,b79997504
u24974163,b04940463
u43741598,b06573812
u39995831,b88280673
u68139754,b41461259
u35233426,b55342474
u88720355,b87543234
u07041001,b29202698
u70090610,b67757186
u96984714,b94142630
u83134266,b18289027
u17083821,b36978298
u03286391,b22347248
u63579188,b38237090
u46333865,b27971474
u60915542,b91249383
u69295841,b59839746
u52498846,b12756947
u17542363,b65443456
u47513751,b91852476
u67387350,b12061542
u15185201,b66842439
u76923982,b52785935
u32681125,b10951162
u17049077,b16717329
u70098788,b09625409
u25149082,b18662500
u63607461,b93236670
u18769484,b11110766
u43741598,b43014130
u96239401,b84065776
u97977422,b75578808
u11497675,b99310518
u25113454,b26264633
u61026702,b28755023
u27028056,b21603671
u65697874,b62472238
u27609293,b81692195
u48734187,b58600737
u58329677,b40424295
u74676046,b91442591
u54354757,b38012511
u88574941,b59019417
u11457641,b90005096
u17191829,b94930284
u12364244,b78714870
u29914189,b78329694
u51673132,b99662916
u98999036,b23533592
u77494733,b32758241
u45364671,b61265201
u51898604,b60948299
u89065567,b18263630
u50671174,b96731888
u36386207,b76356014
u68967058,b99699446
u45339974,b80719906
u75233258,b47852641
u41610927,b23475455
u78242390,b21818028
u16528317,b72483737
u11510558,b24832848
u43094535,b01845217
u93667251,b76893053
u39878979,b64970267
u34043360,b66651817
u38567982,b47563939
u15323337,b76354999
u17174671,b07031913
u70676946,b76558852
u98268442,b29272204
u40062748,b76116518
u75602710,b41389872
u06950098,b59518853
u76140387,b56230401
u97142561,b33865008
u73812302,b77335595
u03831947,b67311647
u52726961,b30589103
u76127657,b97900760
u48725307,b79605561
u53531057,b61038937
u28033985,b92602460
u77249745,b92602460
u64530571,b74287260
u47005969,b14854557
u48321469,b72737363
u73230264,b91524033
u35465979,b69349039
u66946937,b33774909
u17503548,b00805913
u84234372,b83393074
u61916931,b61038902
u41971709,b51458040
u17745835,b67331073
u13170778,b75354309
u03071399,b44600192
u28636521,b94586373
u37977839,b48994159
u21725398,b47091059
u94872812,b36653123
u31892336,b49213238
u62726777,b50752492
u97094544,b71990923
u17185921,b18357212
u25009473,b68524016
u19848283,b18308349
u77049165,b89936567
u22776753,b33892919
u39773632,b07023126
u68676939,b52924309
u25577220,b62741473
u16233390,b64970267
u95979567,b12885486
u05646887,b68393651
u87895236,b00559501
u56465955,b29499754
u55839658,b28791012
u34932182,b57005875
u43620162,b02227603
u37577857,b45256823
u97864900,b03546135
u35863683,b59839746
u81563249,b77018542
u23179045,b31367905
u09078653,b57593207
u61395411,b02496364
u83388108,b02328827
u28043270,b46066438
u89501586,b15936929
u39932097,b21575434
u68012765,b79893346
u51048015,b79065199
u55721784,b96212031
u09129589,b86205262
u46646457,b53195491
u70027958,b43790224
u66130356,b49631335
u70291066,b74391330
u96120983,b45653283
u90359655,b01360768
u77448482,b13856177
u66375183,b70322971
u91098565,b39839172
u16203941,b56583724
u77215657,b63863190
u34890371,b74059187
u71629150,b26416684
u52512857,b35902192
u00729642,b46965024
u80140139,b65900445
u59893367,b27388131
u45027548,b61231141
u12663493,b85087290
u10452127,b59307002
u11110448,b91588218
u11907932,b42574427
u22229774,b02161222
u89045031,b32618030
u41517139,b34950833
u79205698,b40469846
u07900094,b74714421
u07009815,b80129739
u73724210,b25668671
u10690306,b59597806
u33978025,b90729181
u03499656,b44014962
u75815906,b09339603
u21283282,b90142491
u05392450,b38198191
u43279827,b83317040
u47474109,b88072915
u21782913,b89740973
u26611324,b16885775
u57577535,b03537464
u02376160,b59839746
u15206490,b27008357
u11629036,b73095338
u31627255,b39646709
u29082041,b96241582
u81937617,b13640562
u79434305,b51752826
u93790127,b34471432
u29775732,b99536370
u79108449,b97839866
u66251142,b30918105
u67308521,b51752826
u53987681,b48725061
u65037406,b18591046
u96528122,b29891945
u88953037,b29356983
u19215191,b18364750
u87343726,b13904002
u68921510,b67072960
u33420040,b29655227
u18982798,b69368390
u57232769,b31208511
u77998898,b92865388
u75277563,b23314824
u86521150,b26143181
u59551172,b46396445
u53646487,b38733746
u05933677,b85383177
u05828918,b79206706
u57207732,b76413650
u24541417,b31752141
u09941179,b00938263
u14707069,b17416253
u59950940,b54818899
u49050663,b32433211
u16223463,b13243112
u63075482,b07443470
u23137224,b07203379
u61335299,b29865073
u54417302,b74113778
u00558573,b95262391
u29414870,b17147437
u08346633,b17076466
u94900138,b16029809
u92034995,b02614173
u95068917,b07990456
u57890989,b45146512
u01660395,b47439565
u44520582,b02375514
u67014040,b05667519
u26571046,b48479647
u35755106,b80434226
u97581250,b06717577
u60974692,b34602192
u25935050,b26985634
u87863615,b34027661
u81810769,b53716075
u09992514,b23606529
u78854787,b62766031
u76268408,b55940643
u22544612,b25945549
u03286391,b79435464
u84323545,b50079803
u41205569,b08837046
u18396653,b91761655
u60704216,b54664414
u36363334,b90001762
u54141904,b83600589
u74732818,b57887702
u48928415,b11195772
u43661175,b13856177
u29427969,b23993000
u37923766,b63054043
u09033130,b34239085
u04364900,b70934685
u20633976,b80407575
u20213380,b28532200
u06649033,b44718025
u80491782,b11225717
u92482928,b73223592
u54276831,b63086294
u74878509,b51977051
u95720604,b45146512
u90968799,b69147190
u43758941,b94914324
u57649681,b40349109
u01221343,b32872107
u23032057,b24591104
u72288303,b80304617
u86557536,b75399047
u60344342,b61888750
u26387284,b97564684
u16009340,b04370727
u45391460,b64970267
u95582256,b93523667
u06969527,b99725777
u31892336,b78757379
u33822796,b37677655
u57884488,b04889165
u47237743,b10994758
u95198332,b33965117
u67382437,b96588779
u16982742,b19940211
u08576782,b87047486
u28625066,b39975501
u34486218,b32618030
u93778778,b50826263
u15418468,b82070080
u48590878,b00559501
u21889767,b09869958
u49364952,b68406603
u74615505,b16764347
u23530635,b78510086
u93602795,b06201941
u69295841,b93763207
u85812537,b74692893
u75993935,b65212558
u27292902,b45316174
u92108241,b55962427
u72491882,b16142257
u02212930,b57887702
u96232349,b17858813
u75349838,b53437553
u24549691,b85569664
u35175088,b76807968
u47086253,b99322116
u49249596,b35868121
u29248895,b84584185
u79903602,b80742104
u79496557,b10743747
u37259886,b00994229
u54690812,b25945549
u94929182,b69412652
u86624311,b43319810
u39131154,b63984620
u74732818,b90952640
u12276759,b90200737
u81237618,b02966893
u23661914,b26936122
u71476551,b11195772
u20646839,b24376185
u72828446,b56889686
u77779089,b79195318
u47470216,b01806203
u82076706,b95483876
u71053652,b02755994
u27459736,b48872372
u75956213,b79537828
u47099737,b30997461
u51964442,b84966764
u47122917,b27293354
u89375092,b96035494
u86942164,b54652759
u98328839,b30958864
u91207480,b82528969
u63493026,b35200996
u15189092,b10460027
u66251142,b11225717
u10961583,b93239672
u09218298,b26635076
u43770527,b26793811
u22516136,b11882483
u42932735,b22430331
u76751801,b84476867
u41971104,b59839746
u05487250,b68043338
u40661528,b66345658
u98055515,b25802121
u74615505,b11169159
u60582426,b02558366
u68730123,b44666390
u02124579,b48602303
u98556919,b57513073
u04082725,b64549800
u18877274,b23588519
u93850277,b11149549
u12241632,b59466086
u78852884,b26635076
u64820193,b68476558
u39426957,b52225712
u67723513,b63377816
u39995831,b63922074
u67241069,b15069325
u36522550,b68063109
u21130674,b79675565
u39280060,b10877112
u14826560,b73832285
u71501145,b47800941
u16888049,b50537051
u46240650,b74818694
u22074695,b34429674
u29675436,b84411080
u23727153,b71706518
u50619591,b92335954
u34305200,b01845217
u16032741,b31649611
u55485357,b59103830
u46359830,b68501994
u18890564,b78190114
u98025174,b99792949
u95532237,b42518461
u50527796,b50843532
u16519839,b21043251
u39044030,b98804814
u47877465,b27435998
u19220240,b00310513
u53871814,b57687248
u51333536,b35155791
u97481090,b56590143
u20129029,b11754484
u16629198,b16585984
u72854421,b08838697
u24751659,b05944226
u35767957,b46993805
u64211481,b43681438
u66667846,b25350833
u09055383,b82757408
u34017100,b37535354
u48368430,b80644147
u15010733,b00201609
u05541844,b05387875
u07030317,b84076842
u79864483,b83594308
u31630583,b33476745
u15258666,b11169159
u49452411,b50994821
u31179636,b62780908
u33072855,b90005096
u34387341,b87224232
u15557396,b47301137
u11634070,b03370377
u20220385,b63487760
u15678553,b08124661
u30945162,b59908858
u69125688,b33435981
u71813331,b90302046
u11957551,b72166850
u46516510,b65212558
u61978213,b48387639
u88039411,b56120778
u19403046,b00017631
u56178108,b34602192
u94028698,b09881661
u82688510,b64732830
u60688678,b70827503
u30512291,b76088614
u94225473,b68626714
u92335410,b87314946
u12366024,b08419660
u69926871,b17076466
u50393058,b05209726
u49339530,b36788470
u78004756,b79524584
u99584422,b11187827
u20162270,b21413339
u70413180,b97300133
u69151999,b12186493
u45972386,b66345658
u78863040,b88407598
u72079206,b84162888
u95166270,b54475281
u92105357,b17512492
u77206174,b18313426
u55937417,b45123406
u36372889,b31335239
u38465667,b55962427
u33941511,b19931769
u74196511,b86901970
u28596016,b01419030
u00506918,b34760568
u43554859,b16787918
u62694149,b68503505
u17246514,b65538659
u54931959,b96654614
u86617764,b29202698
u29168927,b51471701
u25149082,b18263630
u37699335,b82755150
u66961104,b45151106
u49449490,b27521901
u24387697,b52635939
u12428322,b51756139
u10452127,b45110848
u24765603,b23865940
u38093372,b73219887
u77144879,b32109454
u29499188,b24044994
u50679065,b27828453
u97618648,b33627586
u00365997,b17512492
u96708733,b75299058
u01659587,b31335239
u22962841,b10474943
u33596417,b24956179
u83768384,b17895002
u82220472,b75765563
u60610891,b65810498
u71022622,b15271452
u42092023,b25350833
u52762891,b58047899
u08665964,b63727648
u95703544,b31224967
u46991709,b40361364
u74501242,b29101078
u34151096,b86053021
u44363477,b96804158
u65120230,b20003872
u69932318,b70679569
u76066863,b54508300
u37115118,b49407455
u20474515,b44399433
u29950437,b83619902
u44466026,b63962796
u24336088,b06496173
u62936162,b92663525
u16832436,b72900373
u82696007,b86305885
u08576782,b24590031
u33166497,b08458954
u89366046,b25756257
u03811753,b56843604
u09153847,b07997951
u17943343,b25129948
u99027997,b67165144
u52802851,b25129948
u28965672,b95157423
u53425841,b71840549
u61386654,b21469637
u72153943,b22381882
u23016182,b29446449
u32814612,b47518603
u94144205,b08994242
u16143351,b60204681
u76641679,b10094139
u53188951,b33454247
u69870897,b11574926
u24891827,b67757186
u00072568,b94632067
u88819833,b14827150
u39863493,b96222954
u82527142,b88096580
u28331782,b01044726
u75324372,b46783231
u34286527,b05184403
u91157051,b64679823
u94864158,b34300470
u72995853,b47301137
u58958028,b57810416
u57232769,b63377816
u89020043,b83901464
