userID,bookID,prediction
u11538900,b07888199
u33981601,b07031913
u23638039,b43923033
u34507053,b12263396
u99064649,b63573768
u21671261,b31179206
u92792852,b34950833
u06673626,b58438761
u52160739,b67389709
u45087773,b04851521
u87119084,b10585734
u21512292,b23865940
u81998882,b27008357
u84054731,b77213103
u88451213,b07956996
u23074937,b75299058
u48826680,b88151644
u07479354,b32165272
u08023708,b68235493
u11536956,b66651817
u36143496,b68894342
u54785361,b69640617
u73525752,b19693464
u53432250,b10585734
u24817630,b50151753
u84725718,b25350833
u33768379,b03963892
u51641399,b38426558
u04785903,b45571641
u95560573,b61753236
u20437109,b06796821
u27433094,b12662265
u74188250,b89780411
u71441505,b82180436
u62084331,b68426959
u07372607,b49201958
u56265864,b43116475
u48987914,b38237090
u58393408,b47790806
u66531806,b25756257
u36551600,b68476558
u52851294,b94453353
u06768065,b74055787
u48201538,b81741213
u51253698,b65810498
u19371540,b89350452
u10528655,b62342426
u81507305,b69655340
u45685982,b38865246
u69935228,b10955523
u56549398,b07031913
u52667257,b46139196
u46466717,b12410434
u71420632,b31826369
u40200898,b53716075
u58439350,b02307143
u81604817,b96607117
u30470882,b18580250
u64444775,b71964268
u98975515,b99189443
u62297876,b44348436
u45487025,b27435998
u05786996,b51416416
u35326265,b37635828
u23218894,b03355845
u50381395,b57396106
u05519133,b97653153
u95013134,b37535354
u92379348,b38723662
u93458728,b90001762
u75053245,b11764474
u56777839,b54244513
u03237288,b05025304
u30161744,b35429671
u88352964,b63251230
u49344539,b84966764
u58722031,b47128074
u61216850,b10955523
u72461851,b80617056
u58569409,b87871977
u92414647,b51752826
u32317773,b95534698
u01423304,b03963892
u87073530,b54508300
u03290948,b13856177
u34359286,b49401369
u77860340,b72186649
u05046195,b95534698
u39123484,b05184403
u99710126,b52924309
u31898281,b62029063
u93828119,b17025078
u19072315,b51483499
u86215608,b68524016
u76490398,b25639300
u84657465,b27453661
u13111001,b84632073
u72485780,b37133698
u57975894,b59321156
u51886981,b34602192
u60182516,b14827150
u97092827,b88051189
u53489769,b48472767
u93736542,b00789855
u72271081,b57513073
u57433452,b08130013
u39284268,b96607117
u95800085,b03418966
u47219688,b42466422
u35976007,b36431820
u76549946,b95519692
u93744063,b87047486
u64824159,b77297808
u60698886,b85504941
u85275966,b64130684
u34286273,b58047899
u20997396,b88502287
u00396608,b61315277
u93314859,b24376185
u78030969,b21252770
u56577695,b86533181
u03526277,b21423424
u66391434,b26635076
u62833027,b28387076
u43300273,b16717329
u91872006,b88074029
u86192748,b56590143
u72610251,b68063109
u40858557,b10459587
u83603408,b49631335
u42759145,b05511147
u55482263,b49634533
u82918561,b76901819
u59394047,b05403513
u38459540,b16240417
u58873101,b19081621
u63902746,b42417554
u54408867,b66842439
u81011963,b38949777
u44835419,b82454363
u06593204,b95797864
u42810041,b00592063
u35751018,b82543701
u02019060,b73610907
u31296711,b33506410
u92419606,b13856177
u99162494,b54207761
u44587378,b39827788
u03263855,b55262566
u48229172,b61754042
u35315013,b80097453
u53897078,b15065289
u63253714,b48168198
u27902486,b88464750
u94739431,b71487354
u42534177,b28467705
u72257138,b98204089
u76113624,b48660225
u96465091,b05209726
u20986511,b62372998
u75078577,b71949336
u74929396,b48518680
u25090779,b35491414
u85985345,b65279129
u63615197,b08876271
u65428054,b54625646
u88548615,b47800941
u70036411,b14590389
u43479806,b88402447
u39697634,b82677507
u77437129,b23589525
u65891811,b49466012
u89959969,b18352787
u66268330,b31946553
u07073221,b96128889
u12337630,b29655227
u75236827,b21230747
u40311349,b11225717
u47745379,b59477148
u62306516,b24970833
u41793998,b65908709
u98579960,b67243033
u25936907,b48518680
u49672454,b91270938
u45391460,b13856177
u23218894,b05340831
u23262341,b07338879
u69054434,b03755996
u85315567,b46148034
u80702765,b15657520
u34002001,b61050050
u67948851,b89112518
u14013529,b49653573
u88369271,b86047619
u84768824,b90286217
u16371409,b21230747
u61208320,b78004845
u88808779,b02496364
u53247625,b85200788
u59279725,b33892919
u30657319,b57456504
u85231292,b06077214
u77198144,b44146138
u18104800,b66687466
u89198869,b56416268
u26780371,b28837801
u23643576,b74692664
u75236827,b49528341
u69359994,b34032936
u90406635,b61802686
u59421432,b81875514
u11640735,b49683329
u68538807,b51579390
u12811576,b61907860
u95513686,b93817525
u78877040,b09881661
u18606162,b62434325
u04633302,b10844613
u75705825,b49009050
u83707232,b17512492
u61344630,b37133698
u03448252,b06668845
u23755034,b35786131
u63183567,b32561157
u33892578,b74537292
u73493327,b50051606
u83323347,b00922666
u47879508,b97226196
u92996709,b33228486
u01015674,b28321487
u55388066,b42417554
u69290510,b85116341
u38360593,b21876884
u99697175,b34602192
u14041441,b62445625
u63965613,b27150146
u54554597,b43790224
u41642544,b20888101
u37699335,b32036465
u73997302,b25756257
u53929747,b01460273
u82029580,b93673782
u78649691,b68063109
u80483767,b33892919
u43935954,b71097869
u32375107,b51944772
u02454334,b87800837
u65620111,b84312858
u99226834,b08613898
u44856401,b57850870
u05472662,b02558366
u00567750,b56326590
u30408823,b44146138
u13128049,b80444884
u41595779,b01845217
u64200715,b61859663
u27946943,b23668094
u85024911,b54925701
u13957956,b71795419
u77583294,b69580917
u91676948,b69410093
u88129251,b65810498
u77396593,b33968198
u73524004,b18929421
u66975905,b07148163
u76443536,b64307052
u59202940,b01460273
u59618676,b49528341
u97352055,b60886127
u82758112,b16885775
u33507156,b72749048
u43383283,b88982593
u40731132,b35364428
u54426579,b20276202
u14860047,b23915959
u19054680,b53393493
u06538457,b19577376
u39763517,b85157321
u38379151,b11225717
u61157198,b50729747
u72956556,b24956179
u95431787,b16299278
u61809309,b89112518
u95617592,b00278068
u38295891,b99424483
u19758632,b39890859
u63827495,b70730831
u56577695,b14234543
u17191829,b25556111
u49924760,b88502287
u25758243,b68173071
u46115637,b03915428
u82614075,b87997877
u54345243,b63777688
u06950098,b36072277
u55588993,b50929509
u00108105,b81311662
u09112544,b84751960
u19345425,b84751960
u22806997,b54895158
u67308521,b79375555
u24408571,b04940463
u12183308,b65186311
u99658407,b27008357
u41632848,b11195772
u95261271,b07990456
u71630277,b15369492
u14371950,b49528341
u00726613,b86790192
u98112424,b36546189
u55240652,b49862321
u38769635,b24044994
u84741402,b81359731
u76268408,b32943140
u25676605,b00366117
u09543522,b66345658
u07598661,b96040359
u54807716,b68063109
u36542104,b65120655
u12446952,b25350833
u96974497,b90772029
u57884488,b66345658
u72348953,b08838697
u94449694,b51752826
u04567960,b13034223
u55496314,b15657520
u68012765,b68476558
u86376459,b17512492
u04128651,b81741213
u14346596,b32596118
u70784157,b05288241
u37977262,b43169036
u35193277,b09869958
u04889476,b67757186
u16772882,b54625646
u19674408,b84234356
u69762409,b59998986
u41359153,b49867762
u14174241,b43790224
u10825500,b49466012
u20206706,b88525511
u39583046,b43923033
u04864580,b96819283
u51091474,b12361746
u88928903,b90005096
u21034349,b33877827
u37589342,b12882704
u93064315,b49634533
u63518344,b87477874
u95605920,b33723137
u12031763,b52114410
u31471973,b07102789
u75851863,b58549702
u84484429,b52371132
u72815840,b09869958
u91054032,b32151989
u92761317,b28098532
u68880371,b13856177
u50686090,b58047899
u92448279,b34349297
u05591654,b48034911
u28414985,b30866344
u74401721,b29795443
u69827763,b48651962
u54934038,b44455793
u10620013,b35237777
u59396707,b47104444
u63583161,b65810498
u44630281,b39079593
u28697469,b55084308
u81324302,b64970267
u00965153,b25191513
u03890324,b61198472
u46680435,b55846875
u63757196,b91278300
u00410914,b23082879
u41956824,b25350833
u55772590,b84584185
u60190724,b50537051
u21930711,b20661910
u24969350,b51752826
u38483239,b33464434
u23274968,b86053021
u89894589,b35018560
u22643480,b71820411
u70394402,b44826207
u31913643,b68131446
u09430794,b60345537
u14413388,b97385869
u50400957,b31626252
u55849508,b11133578
u74834332,b38949777
u16525799,b51752826
u84224515,b87224232
u94391209,b57810416
u51361582,b51752826
u54045359,b43457998
u94661786,b63587560
u12474787,b71097869
u59765227,b47258677
u35915704,b97210011
u82688828,b14827150
u18446335,b55612594
u69308847,b93236670
u15126339,b66842439
u21348727,b72291563
u87283783,b34602192
u19039488,b74600625
u30320948,b09847196
u81134422,b08838697
u03844937,b15682689
u71630277,b32182882
u92381593,b66651817
u50511412,b23712289
u22524951,b33257343
u89271948,b58419431
u84677424,b35593837
u82637975,b37486794
u27226840,b61778533
u95961408,b06328836
u18855011,b13181326
u43285820,b63962796
u77861862,b11225717
u32170459,b43244973
u78393713,b66619065
u69344033,b70679569
u09474638,b35431615
u59243772,b47118166
u00866577,b88166444
u85970432,b78189229
u10334027,b49401369
u73857742,b11187827
u18816683,b29919391
u63576551,b44826207
u11893483,b96175435
u51911952,b53960255
u95677812,b94325914
u40024695,b88954782
u38795910,b28404351
u61642232,b08130013
u47411276,b13034223
u68350054,b50826263
u02238152,b05020883
u42909359,b62676402
u32164141,b89780411
u82197243,b84062981
u40680942,b44455793
u38795910,b56230401
u72263199,b92186351
u86563372,b97375311
u03118827,b70886093
u54919615,b33892919
u16537249,b58296422
u33155072,b23720105
u73534048,b10084799
u22390787,b37114775
u59563685,b63517232
u22643480,b11929786
u53744305,b91285316
u30253659,b17025078
u34017100,b33257343
u70806723,b79375555
u46281973,b64207358
u71515035,b30502347
u44457473,b44553593
u98673349,b76004258
u00685147,b71840549
u03982576,b35177098
u30550183,b97250533
u15523695,b75521883
u66667846,b85970513
u14280466,b38198191
u50719511,b16880710
u44470241,b35544933
u46848851,b33892919
u07408750,b26264633
u59373859,b91148045
u48905912,b84849866
u89198869,b87789601
u75099622,b68894342
u01299973,b89753615
u18954278,b68476558
u88031388,b83162618
u29120661,b47056245
u48152764,b59913729
u59899339,b32648104
u05233424,b93861326
u43868987,b28098532
u73066264,b51080606
u41932385,b57513073
u34042031,b96175435
u39100367,b99725777
u49620762,b14827150
u85302323,b94930284
u11751365,b78510086
u97036836,b59839746
u82410810,b97835600
u74484275,b80787017
u57104083,b20605983
u92448600,b61544243
u98113069,b32776399
u36497613,b59649550
u82614908,b14296280
u75693398,b43077175
u32255069,b52616314
u48342710,b09625409
u62823864,b53912401
u31252652,b11574926
u99924789,b98483501
u78997077,b04370727
u41685780,b69376084
u95694340,b08992773
u27534873,b14590389
u41960900,b97300133
u81885820,b43077175
u20264765,b90571436
u91400379,b50020691
u92336890,b31138197
u87314767,b18263630
u35423500,b07635522
u03546804,b52257256
u76921192,b21249848
u30304045,b11225717
u76531799,b03915428
u57471469,b79343645
u10231306,b41981416
u49284844,b09160765
u87023663,b52463272
u91619647,b77812312
u48725307,b40594038
u01422173,b63462775
u95750711,b51862341
u91146039,b53393493
u19915898,b82467841
u72037676,b80002424
u06014433,b11195772
u77802344,b01444899
u09485850,b45316174
u81668072,b76504829
u44334761,b14590389
u32911077,b40704644
u01111078,b80742104
u58797719,b61907860
u18375285,b38949777
u22219275,b88954782
u50987008,b87997877
u10879571,b45195288
u04935909,b33075345
u91780493,b46148034
u33993447,b87843774
u83804022,b33892919
u62719163,b35101284
u78079347,b48398427
u36449729,b44738326
u43376148,b58032529
u44859883,b76928051
u42612332,b22704509
u41464420,b73826999
u33062258,b21469637
u49648910,b74968674
u18129424,b29795443
u22954890,b04851521
u56684258,b19914003
u69600960,b08782388
u63451112,b66921765
u93870276,b31821168
u07548693,b49536293
u00242313,b69660699
u91331390,b52547958
u10229170,b75947496
u18982798,b40828903
u69777999,b42574427
u17611279,b55341336
u85969556,b92186351
u64577985,b44455793
u69049840,b91295615
u50108817,b53393493
u35308881,b49444668
u08311176,b12361746
u88172622,b87855346
u54551438,b97949630
u65468191,b93645832
u91002107,b37133698
u54960963,b86837127
u32190216,b88464750
u17357501,b84787459
u31028369,b88155649
u23250280,b78023652
u99072969,b48660225
u70891174,b07240885
u58521861,b58549702
u17177311,b51752826
u13116957,b47091059
u51798555,b18385499
u48380826,b32151989
u85903040,b04333186
u42475538,b66446492
u72485780,b15682689
u66069652,b26264633
u16672562,b45146512
u49429059,b11312993
u55418172,b44553593
u02545968,b65279129
u99773609,b01044726
u35421164,b28030093
u14515926,b87224232
u68231601,b86622513
u19408793,b75532352
u02319703,b87730901
u79938891,b70036123
u52711260,b88074029
u93007710,b48872372
u24519347,b90951098
u37472763,b09095900
u78854787,b66608448
u47024127,b61198472
u66369208,b52875290
u42032405,b46174462
u70578984,b81741213
u32807770,b65810498
u25689075,b82528969
u46123590,b68476558
u13486210,b49401369
u47020414,b09668611
u14008556,b31224967
u22281598,b53321981
u88780751,b87047486
u36119550,b81475500
u80209018,b36711291
u62873482,b01373140
u78951668,b26947765
u74387455,b76116518
u83514291,b47790806
u31219702,b82070080
u49364952,b16216675
u15755157,b95483876
u53316408,b34429616
u66152324,b13427551
u98113069,b86190737
u19288528,b36788470
u95873719,b42024711
u39020521,b89493665
u06534843,b66345658
u31700383,b82528969
u27584650,b35018560
u79632041,b40860202
u79366171,b81291589
u80988165,b85422910
u94207390,b28150362
u86017261,b97564684
u04030269,b37133698
u37454523,b79276141
u16351343,b20605983
u78854787,b52566336
u91080689,b84751960
u82409376,b65610579
u02997139,b59314206
u43448985,b54052350
u12615993,b99814739
u77274282,b88801267
u83343639,b15480437
u80249430,b11225717
u72053797,b65801303
u52660076,b59836522
u63725288,b57810416
u90310080,b10393089
u11238949,b86467914
u33444487,b18574336
u66640283,b72234950
u10783964,b64113462
u03563814,b21675182
u79779139,b96365792
u22219808,b93011130
u74892895,b52635939
u69425791,b13856177
u83150945,b02845938
u83356197,b45608649
u46318061,b74537292
u31015241,b96804158
u86567725,b13840585
u79634960,b73753781
u31644751,b31946553
u97603031,b68063109
u70568901,b50378244
u30409424,b71964268
u67639664,b19588028
u46530351,b69410093
u76490398,b15369492
u43728304,b34349297
u17515286,b94062086
u84068816,b00852710
u43612037,b31179206
u19307601,b52635939
u32154901,b62883935
u31754412,b25756257
u76981375,b84226882
u20220385,b28233100
u99420333,b42484540
u31719620,b03301845
u44134722,b43457998
u54585951,b07443470
u66931387,b41071835
u47904168,b63377816
u79558328,b46334875
u67134741,b75073740
u33420040,b29527302
u17978557,b98350282
u12268853,b57810416
u16120852,b65810498
u26259951,b21118162
u90792764,b10585734
u03035668,b19591103
u36009660,b03915428
u03035668,b80617056
u09078653,b53393493
u75521087,b89877062
u23262341,b68524016
u06713782,b92445068
u13982835,b24275840
u54470618,b73337480
u70703384,b98647333
u99064649,b23532609
u86263072,b24632993
u99575481,b58001675
u81912264,b05025304
u29095523,b34939711
u65396187,b34602192
u67367893,b80742104
u39568125,b23409338
u43931627,b01373140
u56563545,b83594308
u95346966,b90001762
u93231915,b45124730
u51319617,b10585734
u60411258,b30059072
u94385134,b26941943
u05739417,b00462122
u22989873,b41874743
u26629359,b11764474
u08665964,b01218585
u27609293,b22020750
u22628643,b98483501
u85431061,b89151600
u06795374,b46139196
u40513483,b11195772
u71864914,b88795125
u70570968,b55341336
u90895674,b81554503
u98975515,b48670437
u46422603,b32835270
u27607559,b72792809
u12663493,b25191513
u43091247,b00285044
u83623611,b29960617
u50776599,b70941406
u24974163,b63692833
u21968844,b57005875
u26985835,b07343299
u55240652,b72857500
u28879181,b62288804
u68070715,b05722405
u54923358,b35593837
u88915084,b16262063
u25385124,b05025304
u81130965,b69571703
u95885492,b66345658
u05868292,b65950735
u63073295,b28002121
u97762154,b33257343
u21550229,b86467914
u16007551,b35402044
u69699010,b45608649
u64258687,b59836522
u06763500,b19931769
u67550240,b01929565
u57804222,b49401369
u65879978,b20850958
u09498863,b21895229
u31694571,b20605983
u51083515,b95144401
u29360962,b36689450
u46417412,b44168689
u24781349,b07045167
u22942851,b51977051
u25145164,b76207735
u70320476,b96040359
u46304771,b13840585
u73210259,b08838697
u31043468,b06547200
u06669589,b50306450
u37359571,b72857500
u43397143,b44443036
u15817514,b92680437
u93017611,b78666309
u52760220,b70827503
u73988561,b87843774
u69811020,b08838697
u71203043,b64549800
u30470882,b10844613
u71279805,b84584185
u22770560,b98483501
u18627711,b20850958
u49301381,b28208330
u72768465,b01247964
u77829328,b61778533
u51957687,b57797537
u43549900,b03755996
u56427878,b36711291
u61528185,b23865940
u91370865,b50425260
u16385489,b00852710
u75530000,b69830426
u09243655,b71035471
u62285269,b55084308
u04257521,b63647680
u20273372,b21490203
u09474638,b87813015
u63335808,b13603836
u77599211,b24044994
u17058616,b14143360
u02990140,b29795443
u43623190,b14456610
u85830791,b38241272
u93371716,b54643661
u79285964,b37809501
u45459672,b05184403
u23050787,b67533793
u16707437,b53393493
u60787908,b15065289
u92409515,b65995370
u24915315,b01373140
u29856025,b34750247
u25883194,b16302419
u15406452,b61198472
u75807818,b90805039
u73939127,b86205262
u92013021,b32516829
u92491090,b57646752
u69523551,b04193044
u18621043,b24711277
u96383616,b29655227
u72160624,b70322971
u35805097,b36047918
u87567219,b77335595
u39381084,b18929421
u65764600,b54766826
u71291789,b98132437
u40144009,b57513073
u27590272,b32302616
u92105357,b41357381
u73091563,b46217350
u97258570,b20233121
u45214729,b06670429
u43219573,b72274859
u23894508,b14827150
u61875414,b05184403
u84866203,b62445625
u88587019,b95519692
u85723738,b86045488
u75991455,b70679569
u16398493,b62356940
u00235370,b27008357
u95979143,b38949777
u81403694,b48413448
u44768640,b77297808
u03286751,b30413632
u81537445,b48660225
u82488761,b51004387
u49589188,b36717216
u69816642,b93679204
u92112644,b96804158
u77301461,b38949777
u43138652,b13034223
u32233244,b01740517
u16693743,b19914003
u44832300,b57396106
u38728269,b06682421
u05501134,b71624942
u05416844,b14459619
u54680536,b64178140
u99455392,b76548618
u98975515,b05020883
u02927188,b72545047
u48503770,b47781866
u15793905,b93507890
u39607000,b18281034
u22841665,b15729891
u29608259,b59721260
u97200327,b05184403
u14734655,b05288241
u72779512,b43923033
u32767915,b90005096
u06534843,b43923033
u04957359,b08838697
u94569961,b17858813
u75672806,b44348436
u38629531,b45543948
u24765603,b64970267
u35033369,b59839746
u74676046,b07269332
u80656846,b89920521
u32235874,b33454247
u21614842,b59839746
u24234889,b06203322
u65787160,b86047619
u13724889,b57810416
u49657084,b57513073
u93540107,b15682689
u11553924,b89112518
u86272545,b68856469
u42958957,b74996734
u64446393,b88280673
u81685478,b47311260
u35072178,b05595429
u58710076,b01497402
u57455878,b21876884
u36039348,b31893168
u53678351,b02073798
u03406186,b33892919
u00504562,b88155649
u69864936,b61778533
u53732992,b72496357
u76411120,b71487354
u17556077,b08237825
u67766015,b68476558
u95311081,b20605983
u05909422,b85041725
u05150850,b10600049
u44247234,b45146512
u02257138,b60988019
u94125815,b77812312
u95392327,b91045742
u56696965,b21847001
u75627077,b50752492
u91970214,b37119687
u91249551,b25095760
u55084187,b45058967
u87864952,b05686842
u28357364,b03418966
u63706497,b01444899
u85708221,b26322277
u33285903,b92750300
u27310410,b35018560
u55379303,b82677507
u63090960,b11312993
u67194337,b45316174
u49736706,b60404955
u82168764,b87901324
u91500142,b97226196
u09848177,b05722405
u71676954,b11312993
u04398105,b91310197
u63518344,b85220003
u42394637,b33892919
u08556805,b01574240
u72957412,b51004387
u31413449,b03260269
u82327134,b33892919
u39745396,b19577376
u10334027,b68476558
u65620111,b96166014
u68994312,b72956733
u18470708,b17000824
u98546533,b21847001
u77488945,b57887702
u96550367,b13540261
u76974967,b76504829
u78615279,b62445625
u57337695,b98754258
u56013581,b62288804
u60531239,b64130684
u84676999,b42769476
u35317870,b35868154
u89029599,b07269332
u43868987,b14918899
u56298631,b40244517
u93348716,b89163374
u35290734,b42100180
u49612959,b49695798
u58958028,b21132217
u21764366,b98727775
u57115578,b20605983
u77014985,b26547443
u93981587,b51416416
u94118801,b14590389
u05334133,b50425260
u01596924,b66345658
u37693198,b58593051
u00923339,b57810416
u63384602,b33723137
u84077972,b47790806
u68117709,b75004091
u90876391,b41489996
u93460730,b89828013
u68404375,b08888303
u61386654,b52785142
u51436629,b61083038
u24229607,b05209726
u80670756,b87855346
u24584290,b35894807
u84338316,b23712289
u95724850,b18263630
u65120511,b08838697
u39077383,b24561766
u34568193,b11225717
u16122254,b33892919
u33610408,b84080527
u72733561,b40168238
u85058669,b80224125
u56652772,b81532284
u19375143,b61396519
u30536589,b39290405
u03892310,b84584185
u84829696,b62434325
u85843409,b69919248
u61150339,b67385245
u23075798,b50306450
u13958171,b11225717
u10409345,b35200996
u61105500,b93239672
u16318808,b71595388
u12490733,b19360195
u54876074,b35786131
u62285269,b66651817
u05719812,b02307143
u59950940,b10088557
u97469121,b96888466
u55287343,b82556729
u19714575,b64970267
u10006963,b99105288
u69839229,b26947765
u76260573,b88074029
u81076272,b17885469
u09335586,b51752826
u82834726,b47130364
u25716762,b95534698
u50292838,b95519692
u47134187,b05209726
u57050807,b49466012
u88498458,b34840706
u43259608,b46148034
u67766015,b87855346
u57183217,b59839746
u09750153,b95261733
u94730393,b60345537
u66870024,b10955523
u73660083,b18263630
u56947357,b28941374
u13966395,b39221237
u83009202,b17858813
u50856683,b31280939
u75688469,b74051095
u82355840,b68688031
u38285433,b91206413
u75006115,b21675182
u28626095,b67467715
u97977422,b69034204
u50666303,b51752826
u24997501,b59839746
u26051511,b44348436
u68081392,b87337758
u84856703,b12803653
u16225019,b99907003
u72950448,b10955523
u87146196,b77297808
u40382154,b36546189
u83716582,b51494430
u09543522,b05184403
u40014148,b38949777
u87460107,b50020691
u57855028,b49528341
u72252446,b85605819
u89085800,b60390165
u80473163,b14854932
u07366108,b14053063
u00943146,b87902461
u56244856,b51752826
u99522100,b05288241
u46891414,b70322971
u74610007,b57396106
u27891449,b84476867
u04913261,b08312296
u35123099,b34602192
u97369277,b77297808
u99803871,b18352787
u67575593,b17885469
u67404899,b55342474
u90507808,b44252165
u02262499,b92008484
u96478641,b49528625
u53374849,b91148045
u61402691,b20280489
u99962425,b31649611
u49372916,b07490126
u95477685,b83704142
u33105116,b00852710
u72991295,b91328903
u83702794,b52823651
u42943194,b19401617
u44778241,b70126202
u44340731,b15118141
u77012483,b06511909
u20421166,b97095234
u88129251,b08888303
u71731816,b84149902
u59753085,b37133698
u19298362,b05381321
u20633006,b45110848
u24899976,b12882704
u52558195,b22704509
u17495669,b55672111
u47538570,b03915428
u11588491,b01740517
u38927720,b95519692
u99761201,b00852710
u77630454,b47081923
u12018906,b81359731
u52516271,b62445625
u34017100,b91206413
u35233337,b41307196
u54874275,b77258102
u72355882,b94930284
u58233420,b02478894
u44363477,b47790806
u78979690,b79421252
u85133620,b69655340
u24859341,b02496364
u68521786,b97300133
u08067550,b34867161
u79508895,b26690614
u10528655,b58549702
u35540257,b40860202
u47474109,b12138527
u24243044,b23844414
u18507731,b25235151
u99407043,b48729675
u34391637,b89112518
u23530469,b81507238
u85058501,b79195318
u88624667,b46993805
u73434033,b32165272
u00698096,b26793811
u84962162,b00587486
u39487008,b76901819
u06990427,b90588816
u95718130,b08746938
u07363261,b05184403
u05796483,b26420301
u46129736,b02703324
u92381593,b67964049
u93030650,b76207735
u70173543,b27414133
u65617082,b83704142
u38804732,b31331358
u09055383,b29655227
u50776599,b82266202
u63309282,b44553593
u63407284,b30871595
u34486016,b40241740
u50101773,b77758351
u82045859,b06077214
u91338164,b93961230
u54648208,b44553593
u59476569,b85970513
u88641541,b52690052
u22250542,b98804814
u18817949,b10750473
u65026361,b24982323
u91409955,b53383978
u12209510,b31519910
u07301679,b11195772
u55862038,b26645495
u13895836,b07339336
u83022135,b33968198
u39485570,b73482125
u99998712,b43457998
u47066115,b10602040
u06438281,b95574439
u14825317,b96741849
u08828758,b49867762
u20555124,b00412997
u02950605,b27185015
u91703183,b48963706
u24280763,b35786131
u51122860,b76504829
u34256194,b37133698
u29049499,b05184403
u15201157,b37594219
u66628041,b59428754
u69391846,b05403513
u51784237,b29527302
u43604309,b67551509
u26812461,b29130860
u58621058,b86252145
u44100703,b41874743
u33918328,b68416558
u31486108,b38198191
u69816642,b57087824
u94385134,b60802485
u43436468,b93523667
u88281738,b84234356
u01185382,b96607117
u75054868,b73753781
u05866434,b29960617
u41982884,b37809501
u17328601,b47091059
u01714600,b36230688
u72153943,b06573567
u93005696,b47366211
u88518595,b33692719
u23122377,b57810416
u81602797,b06759903
u83576030,b49502833
u47438720,b16142257
u76297907,b23779585
u34618053,b84226882
u97349389,b70322971
u20243753,b48770911
u93597738,b33894012
u24212800,b97449716
u51241508,b24044994
u64745690,b76504829
u41165908,b06460625
u83823213,b90570426
u04371141,b00922666
u92747321,b69892307
u79275096,b18263630
u14936397,b29744144
u00899962,b07319418
u85886921,b71406963
u74952671,b49250112
u25126704,b98804814
u51489410,b09721650
u30901822,b54423628
u07356639,b35786131
u09522495,b88954782
u13728557,b67653683
u38275276,b94880711
u98861905,b76504829
u94894494,b58671314
u88601243,b21847001
u33892578,b61676469
u33851746,b36662051
u49980020,b26420301
u97505809,b76595315
u44888681,b28208330
u55418505,b91599430
u03753535,b41191185
u44070192,b78387229
u37011266,b74934833
u90447928,b83594308
u74171273,b02279077
u93558643,b51752826
u75662870,b61269132
u45623793,b29272204
u62995825,b25751091
u70958905,b08130013
u81195762,b26257829
u76602164,b72749048
u39138407,b20605983
u96762027,b91295615
u18817949,b71105491
u91327967,b03219386
u29435067,b87224232
u39563366,b26947765
u97130840,b06193959
u75764273,b05335788
u25920997,b22704509
u64577985,b23521616
u49732988,b70827503
u72079206,b64949204
u52826327,b30397578
u08287537,b17387967
u08929480,b49466012
u18375285,b68416558
u20690005,b77335595
u39461316,b16497928
u25959217,b43116475
u84154190,b08709281
u96921183,b09847196
u37591188,b81612367
u32145286,b56064300
u45103142,b00880720
u71378081,b72855274
u18233824,b57646752
u73168747,b26209167
u88745888,b85634699
u33521303,b82543701
u89068516,b08888303
u46224063,b33699773
u45734444,b02875077
u58929234,b76116518
u26657381,b51752826
u19955663,b12662265
u30017182,b44553593
u03541748,b20661910
u14519007,b63754598
u12552094,b49737203
u95879938,b77096233
u57549468,b58047899
u26922276,b50792616
u84129146,b12662265
u64669507,b76008891
u04844728,b31519910
u18249465,b40764079
u54302301,b66552367
u93937386,b58847148
u57979697,b72855274
u00186732,b49201958
u57052204,b95862755
u33367999,b63517232
u05383041,b58171454
u64636350,b59438287
u83376722,b76504829
u85097782,b09265369
u34715950,b08403638
u90996638,b60070012
u31694571,b46139196
u13404203,b09869958
u52498846,b86235079
u52925398,b98483501
u88996041,b47350993
u22996485,b05020883
u70508196,b67653683
u49833487,b29795443
u67108748,b95343045
u59738968,b73337480
u89892662,b20605983
u34815818,b96128889
u29457982,b04851521
u56095134,b25549517
u00672965,b47440746
u51155206,b91766796
u36022160,b17025078
u69403322,b27414133
u24344463,b21469637
u57306017,b08317258
u82200955,b34602192
u92470817,b72788347
u63705451,b35278094
u96754115,b85936197
u12209510,b52651622
u82230940,b91954489
u16992680,b89780411
u46718758,b02558366
u92365450,b11195772
u67194337,b99980414
u10489708,b77335595
u11095849,b17885469
u69822502,b95483876
u92792852,b97272506
u07953450,b06077214
u60220316,b08838697
u80585875,b08709281
u67682929,b90302046
u71038097,b58022695
u42259401,b59839746
u02911731,b20019913
u49671894,b00852710
u65955055,b00418776
u96936044,b69804870
u86824628,b47081923
u57972481,b29662042
u26098802,b89644224
u98487738,b39335968
u81623953,b75986872
u15625856,b32642407
u33362575,b87224232
u09283946,b72749048
u75521087,b85669891
u95477685,b09160765
u76169930,b02496364
u04823722,b76558852
u36414987,b58549702
u38201048,b30059072
u85091797,b68476558
u42108780,b56326590
u39117507,b34939711
u95472706,b94930284
u82441827,b02307143
u15162822,b44724329
u71296561,b13181326
u75824062,b80617056
u00711891,b77338385
u10452127,b46148034
u84146387,b25129948
u90275278,b61198472
u69378319,b31649611
u32235874,b05209726
u31778930,b87264890
u27030911,b17512492
u62164884,b56590143
u97443108,b00366117
u53995701,b45543948
u73632678,b13856177
u44815211,b84226882
u84642555,b65519592
u19992134,b61301577
